Row,CCIS00146684ST-4-0,CCIS00281083ST-3-0,CCIS02124300ST-4-0,CCIS02379307ST-4-0,CCIS03473770ST-4-0,CCIS06260551ST-3-0,CCIS07539127ST-4-0,CCIS07648107ST-4-0,CCIS08668806ST-3-0,CCIS09568613ST-4-0,CCIS10793554ST-4-0,CCIS11015875ST-4-0,CCIS11354283ST-4-0,CCIS11558985ST-4-0,CCIS12370844ST-4-0,CCIS12656533ST-4-0,CCIS13047523ST-4-0,CCIS14449628ST-4-0,CCIS15704761ST-4-0,CCIS15794887ST-4-0,CCIS16326685ST-4-0,CCIS16383318ST-4-0,CCIS16561622ST-4-0,CCIS17669415ST-4-0,CCIS21126322ST-4-0,CCIS21278152ST-4-0,CCIS22906510ST-20-0,CCIS22958137ST-20-0,CCIS23164343ST-4-0,CCIS24254057ST-4-0,CCIS24898163ST-4-0,CCIS25399172ST-4-0,CCIS27304052ST-3-0,CCIS29210128ST-4-0,CCIS29688262ST-20-0,CCIS31434951ST-20-0,CCIS32105356ST-4-0,CCIS32452666ST-4-0,CCIS33816588ST-4-0,CCIS34055159ST-4-0,CCIS35092938ST-4-0,CCIS35100175ST-4-0,CCIS36699628ST-4-0,CCIS36797902ST-4-0,CCIS37250421ST-4-0,CCIS38765456ST-20-0,CCIS40244499ST-3-0,CCIS41288781ST-4-0,CCIS41548810ST-4-0,CCIS41692898ST-4-0,CCIS41806458ST-4-0,CCIS44093303ST-4-0,CCIS44676181ST-4-0,CCIS44743950ST-4-0,CCIS45571137ST-3-0,CCIS46047672ST-4-0,CCIS46467422ST-4-0,CCIS47284573ST-4-0,CCIS48174381ST-4-0,CCIS48507077ST-4-0,CCIS48579360ST-4-0,CCIS48725289ST-4-0,CCIS50003399ST-4-0,CCIS50148151ST-4-0,CCIS50369211ST-20-0,CCIS50471204ST-4-0,CCIS51595129ST-4-0,CCIS52370277ST-4-0,CCIS53043478ST-4-0,CCIS53355328ST-4-0,CCIS53557295ST-4-0,CCIS54027808ST-4-0,CCIS55230578ST-4-0,CCIS55531770ST-4-0,CCIS58234805ST-4-0,CCIS59132091ST-4-0,CCIS59903910ST-4-0,CCIS61287323ST-4-0,CCIS62605362ST-3-0,CCIS62794166ST-4-0,CCIS63468405ST-4-0,CCIS63910149ST-4-0,CCIS64773582ST-4-0,CCIS64785924ST-20-0,CCIS65479369ST-4-0,CCIS70398272ST-4-0,CCIS71301801ST-4-0,CCIS71578391ST-4-0,CCIS72607085ST-4-0,CCIS74239020ST-4-0,CCIS74726977ST-3-0,CCIS76563044ST-4-0,CCIS76845094ST-20-0,CCIS77252613ST-4-0,CCIS78100604ST-4-0,CCIS78318719ST-4-0,CCIS79210440ST-3-0,CCIS80834637ST-4-0,CCIS81139242ST-4-0,CCIS81710917ST-20-0,CCIS81887263ST-4-0,CCIS82507866ST-3-0,CCIS82944710ST-20-0,CCIS83445808ST-4-0,CCIS83870198ST-4-0,CCIS84543192ST-4-0,CCIS85214191ST-3-0,CCIS87116798ST-4-0,CCIS87167916ST-4-0,CCIS87252800ST-4-0,CCIS90164298ST-4-0,CCIS91228662ST-4-0,CCIS93040568ST-20-0,CCIS94417875ST-3-0,CCIS94496512ST-4-0,CCIS95097901ST-4-0,CCIS95409808ST-4-0,CCIS96387239ST-4-0,CCIS98482370ST-3-0,CCIS98512455ST-4-0,CCIS98832363ST-4-0
CCIS00146684ST-4-0,0.59370900117444,0.00704240370486222,0.0112777142305423,0.00747303664843966,0.00488604267819221,0.00739704720008443,0.00820424760113588,0.00633382800172966,0.00731573253738296,0.0067335984896121,0.00717696492559603,0.0062200209524849,0.0168801428922109,0.00616458970418382,0.00831576571659539,0.015539459277588,0.00595421368846408,0.00777715444444879,0.00728877313929454,0.00638469426973871,0.0122043678311774,0.00673770460425684,0.00999769921108891,0.00589612114781734,0.00531627717309693,0.00568201186996624,0.0101182067317527,0.00752794671229252,0.00621270525373654,0.00556679528901755,0.00692803786776382,0.0072354264441602,0.00565454248307429,0.0102466251188449,0.0125452868644705,0.00485870137774604,0.0046925700413333,0.00461731260485209,0.00529155702511907,0.00602425689521064,0.00623913468790195,0.00637467226941414,0.0188911317144901,0.00646463978228524,0.0154331368845871,0.00530346058131925,0.00702685510673141,0.0054520808010553,0.00698363161756831,0.0099242945152896,0.00646979765261271,0.00578771523937679,0.0213146109263071,0.00901049034951269,0.00646272299249249,0.0084145774335504,0.00833390272301987,0.00633573100721157,0.00863437797566882,0.00766748428558681,0.00471991702905455,0.00637100284738041,0.011715218994971,0.00564035190150006,0.00941264023466601,0.0128651019000036,0.00496279624739463,0.0104516216302282,0.00706688056601335,0.00590235250684512,0.00840078498728631,0.00607720654188386,0.00440117211798021,0.00695532698703214,0.0058904374905593,0.00685527380586291,0.011376636071258,0.00438640148146392,0.00450040688689169,0.0133036190153242,0.00525459356083928,0.00640837436348529,0.0142062931751238,0.00616864122805215,0.00722390105872598,0.00960010729466816,0.00678620762653103,0.00335537101345216,0.00697415826623604,0.00574774918771209,0.00436505792275768,0.00456395501832078,0.00836906041610054,0.00434612307593792,0.011165326758367,0.0094876535743052,0.00669405050800724,0.0213291156112806,0.00776437446564198,0.00617293036787603,0.0116347154271411,0.00519330977014586,0.00639061788170541,0.00558350910981146,0.011935571956791,0.00705917647100055,0.00695760349169142,0.00617614778733321,0.00728470630391334,0.00606791673283242,0.00536324024763475,0.00723006521018225,0.00692339314143432,0.00613250180966103,0.00745192467703921,0.00829244738827267,0.00564088551633921,0.00792413765564546,0.00800000661673283,0.00781982026335496,0.00810688090466723
CCIS00281083ST-3-0,0.00704240370486222,0.57864275655292,0.00671688656705333,0.0151373048485256,0.00632295344052453,0.00852315057610191,0.00507052400932746,0.00580583475091041,0.0157164392157123,0.00701297839699771,0.00764904600085844,0.00567900875398394,0.00569461009399529,0.013062750011764,0.025158347582726,0.00639679497524447,0.00520748176130918,0.00746460149458518,0.00787203588215707,0.0084336665295253,0.0086993469715896,0.00737916062331587,0.00346275172729666,0.0063450885537315,0.00679930721077819,0.0101423070333169,0.00632335806492866,0.00756131900777333,0.0072203360881516,0.00556286332852312,0.00735646665511173,0.00787488847291076,0.0266883960574395,0.00802217631877472,0.00610845575966001,0.0111917567806628,0.00796575741973316,0.00759681028646008,0.00692331420156867,0.00741862488211095,0.00548646389024251,0.00777470101071934,0.00593021284521933,0.00987931887947964,0.00858739968510478,0.00612702657307215,0.018635217905121,0.00506678206549818,0.00790853581260945,0.00709787908089252,0.00788013028249047,0.00654365468548621,0.0045844416344536,0.00699199867821228,0.0213486401701498,0.00827764505234735,0.0177170013916853,0.0073435280823766,0.00960123008766097,0.00587283758919586,0.0111316106426797,0.00690271839817339,0.00749475663580466,0.00500440883440881,0.0107586517438891,0.00285205825099043,0.00774989914523207,0.00536224786917321,0.00857694968367251,0.0124110013065098,0.00838339677466541,0.00721318936717194,0.00704734039470025,0.0162371797897667,0.008020649496248,0.00748752370553492,0.00740231616880275,0.00848092216500222,0.00725794419508656,0.00643906000147762,0.00697691135769147,0.0097842341248346,0.00736282191074645,0.0104382989609414,0.0102315656519621,0.00698854345726191,0.00918870880314772,0.00521699972585694,0.0105291233633513,0.00733698627366414,0.00546125248634735,0.00879441506033786,0.0086878319775166,0.00758882496890006,0.00665225395603145,0.00609353362372653,0.0193185417113785,0.00517015056423224,0.00664620926632006,0.00516243041361975,0.00742406373717018,0.0202628135447787,0.0093479231435412,0.00539637759213381,0.00832683202213058,0.011492392360932,0.00747156254203365,0.008151368483682,0.00724085642837825,0.00574255794797397,0.00822179862690739,0.00763187546957348,0.00747313768140968,0.0194938597644238,0.0141001755601723,0.00782838876886,0.00675542791843468,0.0161477356279386,0.0247305742231965,0.0122597202849845,0.00885428180503398
CCIS02124300ST-4-0,0.0112777142305423,0.00671688656705333,0.60018154877084,0.00575263515440261,0.00489344528492746,0.00575861234692719,0.0213578019649194,0.00957977031824972,0.00570912876186955,0.0069466185059928,0.0104812800428755,0.00714557926525815,0.0114755870305122,0.00520126589275904,0.0070177516912409,0.0102579952714911,0.00660588522453353,0.00851742488720547,0.00569362455875464,0.0053384728680526,0.00812964361863582,0.00688773298610919,0.0145486685196531,0.00581547513748143,0.00427709711156674,0.00452098606421304,0.014213832246243,0.00555115550687777,0.00503149562067576,0.00477131248250003,0.00543731224059755,0.00830083647422936,0.00604879906067398,0.00736760675864818,0.0101425783096095,0.00488988454292941,0.00388239060170777,0.00473970384594339,0.00418603615017004,0.00570188119710031,0.0127684428161294,0.00583926732423734,0.0161209665333506,0.00528933774255799,0.00932016377174482,0.00417114948441918,0.00666487263536837,0.00478580884161188,0.00759706341288675,0.0177400161732151,0.00597975859472183,0.00583661608531518,0.0147494641317489,0.0169794810038089,0.0053855046976451,0.00796073327366719,0.00648498490878909,0.00642911572659191,0.00820848616918968,0.0115993015149154,0.00460683779634956,0.0078639402995326,0.0114105697329194,0.00485460940271575,0.00712518668579211,0.0162569987760255,0.00498569781431593,0.0100137366437114,0.00528722743018647,0.00656431860532192,0.00797235893072309,0.00527626983519661,0.00512363870762601,0.00741760795058949,0.00563555798157303,0.0049668021371452,0.00984612521489234,0.00565707851032101,0.00382436670464826,0.0131498755184119,0.0050189046740793,0.0049477605941356,0.00777840932302459,0.0052174626477629,0.00644318392966655,0.00540784807589294,0.00973216247258256,0.00401090768762178,0.00549934932200164,0.00507088685486984,0.00367552393606926,0.00490483809675712,0.00818781829450598,0.00475716148306547,0.0115920528319989,0.00892671237833519,0.00490604895103578,0.0112589708746545,0.00669228405568277,0.00899656368942246,0.00595360068562054,0.00502782921615036,0.00563150057968564,0.00670048638640174,0.00999483263941611,0.00778305707238554,0.00536335176171237,0.00574397309455377,0.00581115231513183,0.00552311164760364,0.00510544252406751,0.0114125374766504,0.00529754697266373,0.00514997131634279,0.00696180449685147,0.0115883839758478,0.00549130728435455,0.00617605068390804,0.0061005656020177,0.00779025185335072,0.00702318740815445
CCIS02379307ST-4-0,0.00747303664843966,0.0151373048485256,0.00575263515440261,0.57896638274771,0.00657849889762715,0.0120390658399223,0.00492970364218232,0.00436224270101281,0.0117277735018283,0.00854678784990126,0.00739747947929608,0.00816714160959511,0.00444552455261254,0.0134783440272645,0.0142939145832748,0.00628688075295645,0.0049435701527891,0.010485778191766,0.00730530922805647,0.011509253655006,0.00820644679896307,0.00771414614127008,0.00345652981381401,0.0063667208203783,0.00699243861616684,0.0124888901092516,0.0051025195886978,0.0100726075806905,0.00749236540624313,0.00526867119630873,0.00687016575760139,0.00664086626178518,0.0160605014313896,0.00732447050696942,0.00661454845971714,0.0121222535713733,0.00903011836287809,0.00733160646652221,0.013444563445743,0.00764246546475988,0.00612314151460568,0.0121691372170186,0.00662675055616135,0.0139266937174799,0.00759520294789875,0.012446786083695,0.011506772244976,0.00483002297619237,0.00689423609359095,0.00760609101520798,0.0092432928896256,0.00538862440497297,0.0046401341203448,0.00600568154642659,0.0137725479201677,0.0076933263742158,0.0129390438153956,0.0075086607470895,0.00836578449138726,0.00466256169297955,0.0106572298542784,0.0070190615880629,0.00804806366001251,0.00479402261700108,0.0104830205313738,0.0027048949594857,0.00850876572480189,0.00412784550165879,0.0170292603493626,0.014309360963385,0.00740724173779285,0.00884432356392985,0.00662930574988241,0.0124757911683747,0.00855813628005323,0.0082119624508158,0.00747493077230137,0.00698335595922299,0.00696728585710244,0.00520450403512137,0.00753181265413542,0.0128379487133612,0.00633237205098402,0.0108844978528627,0.0114734845859125,0.00792604167819544,0.00690693747636356,0.00637282069242859,0.0094602488157966,0.00855448094338889,0.00691788596944284,0.0100759176517644,0.00762822266475019,0.00776704587747969,0.00658403993537362,0.00597241880029493,0.0137156348829902,0.00508473358739592,0.00640314888256352,0.00505093401197267,0.00960072689059014,0.0144254131299975,0.00899933623600888,0.00546457249411452,0.00743178793204956,0.0119084126856247,0.00701725352327729,0.0089004356305213,0.00687983022310041,0.00546167461678225,0.00874005527346583,0.00642216874630445,0.00693521592733699,0.0144235869033301,0.00999003764526945,0.00815522593902155,0.00828532145794231,0.01186518276515,0.0140001712226834,0.00886350683029442,0.00977159148099795
CCIS03473770ST-4-0,0.00488604267819221,0.00632295344052453,0.00489344528492746,0.00657849889762715,0.609669058121088,0.00727540455120935,0.00446886677253629,0.00315079838520394,0.00891183426409582,0.00843158513496902,0.00664747162819657,0.00529334597283005,0.00384545422464917,0.00860808157033326,0.00626625222577261,0.00555580441285744,0.00390812761294389,0.00537316993173606,0.00491115946692052,0.00722549737931265,0.00610272305421281,0.0071105898929612,0.00314237776907554,0.0134516810883837,0.0139008273797416,0.00566039515972074,0.0035033057162897,0.0077350499348817,0.0107315028495498,0.0039778230572011,0.0045265670510826,0.00596901438044033,0.00682457370845834,0.00469749141150565,0.00727431951599552,0.00926318606001028,0.0152268182085486,0.00774498097132127,0.00525151198295703,0.00560316240178282,0.00609808373572107,0.00587396931899219,0.00507286096543413,0.00631835044331946,0.00585505917557979,0.00647928288016789,0.00581401550635216,0.00379199297109898,0.00837605541717405,0.00606358933261389,0.0073612407007726,0.00406614858353043,0.00392933757952983,0.0050935682194938,0.00696822009388726,0.0050670164023649,0.00644689267192347,0.0130878905965236,0.00559811563855879,0.00396846928710833,0.0119774623911875,0.00803098705157564,0.00603033604753263,0.00385271121793492,0.00716843061032714,0.00243136977357929,0.0133959713768526,0.00425528488663348,0.00627048493822513,0.00929728366517633,0.00825098365243228,0.00807594990592898,0.0109825645289446,0.00723824878974903,0.00603395279673067,0.0185510143548035,0.00513939544127465,0.00816994832509419,0.0136858772422876,0.00330412448827681,0.00862087332544652,0.00883716596552287,0.00481455552966514,0.0103397009709039,0.00594333277079835,0.00843502643191722,0.00525849994977427,0.0099921811328336,0.00479435999147891,0.01398034433382,0.00909712704758996,0.00723177175159024,0.00670824035434863,0.00729756081188674,0.00506249098214113,0.00526680863496376,0.00597912360681071,0.00432106901449323,0.00444036949185182,0.00630120900251164,0.00810042173214362,0.00779891708902891,0.00989566733539804,0.00462256308655093,0.00557142493627634,0.00652391044107107,0.00458128306084151,0.00657753357533445,0.0048928917482081,0.00449919085264059,0.0087716577627231,0.00457461246162073,0.00450585117512883,0.00779606227861466,0.00796287024695447,0.00859782185178275,0.0101678609833296,0.00656321890929087,0.00631594788954404,0.00526079986964078,0.00676705580508978
CCIS06260551ST-3-0,0.00739704720008443,0.00852315057610191,0.00575861234692719,0.0120390658399223,0.00727540455120935,0.603725366956588,0.00494775941487465,0.00562699672930883,0.0080390765809095,0.00675850115481209,0.00870073841389328,0.00584630457454981,0.00473752566939958,0.00799874346308191,0.008710636772881,0.00823202929744429,0.00498522263940842,0.0093381906290664,0.00694404656168369,0.00696937051800106,0.00785449293893671,0.00601217157683325,0.00399224108313921,0.00601971986654436,0.00951714460596927,0.00720385340427733,0.00531230679295362,0.0108424924914304,0.00997739560286842,0.00560798749375245,0.00809940993331299,0.00568426582938612,0.00750011380931003,0.00721978746536037,0.00580292106464038,0.00717214777612495,0.00835891456751637,0.00563731201322592,0.00758172083983548,0.00630923870536826,0.00566594947448009,0.0103617675581213,0.00622651418575462,0.00819788555339684,0.00770878036268374,0.00678088428246045,0.00749677552567298,0.00508352898977627,0.00644529746249151,0.00697862062825497,0.00774583131826312,0.00540948134738127,0.00535781014153918,0.00592534067239624,0.00779219472067755,0.00991651317547277,0.00840055681818489,0.00907640100238289,0.00717469038629106,0.00429707166453477,0.00695037743413757,0.00739655499162832,0.00738134387400176,0.00518577866900569,0.00788300223412519,0.00336205332792498,0.00709600790363743,0.00497213363886763,0.0101779276364551,0.0137361268307806,0.00721352996377476,0.00664411487635135,0.00719838050374324,0.00861613649208967,0.00735660023417058,0.00663685649653072,0.00725422570689426,0.0054936290969344,0.011078498234627,0.00545361664459209,0.00563917161848457,0.00767321687414012,0.00664003613158745,0.00769645793548331,0.00824014337055343,0.00779389999724787,0.00606014827835894,0.00570474473011867,0.00748403850189554,0.00708324665601835,0.00890059412341143,0.00619621457913102,0.00790427301080179,0.00550821540876738,0.00649271452799728,0.00544083252598873,0.00729588297138537,0.0060969199727206,0.0064219650312781,0.00537176237846243,0.0185284933996573,0.00703140279234509,0.00788788388648898,0.00440051611820768,0.00694179036340691,0.00829922932499257,0.00712429143980393,0.00708366879898863,0.00739472872029679,0.00717022739418413,0.00648500546777488,0.00581675871156991,0.00691464098738927,0.00781486798197789,0.00825635279512292,0.00751027726317992,0.0071346789959635,0.0081829308743282,0.0082773180216144,0.00748578093278061,0.00721033358268875
CCIS07539127ST-4-0,0.00820424760113588,0.00507052400932746,0.0213578019649194,0.00492970364218232,0.00446886677253629,0.00494775941487465,0.616054797282404,0.0117889880939013,0.00474145451367696,0.00630835977987217,0.00623873839844679,0.00423973989835276,0.0138098313888102,0.004548203007681,0.0054493011289044,0.00750570317973442,0.00654271442614533,0.00928836383711077,0.0048262157126702,0.00454693957416072,0.00839296852239068,0.0114276662163019,0.0191900350888971,0.0060582634581879,0.00374325593538769,0.00382045265492524,0.0194597795170877,0.00510897126901619,0.00458403808460454,0.00404706532575042,0.0045694924800481,0.00434698068757011,0.0045664536776069,0.00735721357407694,0.0108215871899482,0.00416161329392477,0.00321083001524966,0.00363339215618088,0.00373234678510125,0.00502105108949919,0.00910795549469598,0.0054269803155354,0.0114870105466833,0.00457816203679364,0.00679835300944375,0.00371529717151472,0.0050847789028034,0.00411730601495217,0.00476004627468739,0.0163206975000545,0.00940588580596484,0.0043981223601656,0.0152553511160914,0.0160049711719017,0.0045982511561371,0.00831859631747656,0.00554125148399378,0.00527806934734669,0.00772823596734011,0.0147051860847857,0.00388068810774819,0.00625128380659585,0.0100877548343321,0.00417909255030835,0.0059889639699274,0.0219971509368803,0.00428640482298668,0.0105215464565992,0.00459319537988674,0.00492040073209135,0.00729515183787211,0.00481694411095536,0.00590285367821115,0.00609625590911607,0.00537044001020594,0.00439830462261051,0.0085200079267503,0.0071303428760458,0.0033608099283414,0.0138277779588476,0.00330228692637878,0.00410017202086515,0.00602689817478401,0.00453012570044975,0.006543749621683,0.00462132880903545,0.0112991560702731,0.00333707016441678,0.00470376609794225,0.00415358465778064,0.00354516799524692,0.00337529338284039,0.00670993056709817,0.00337285954165815,0.0128056668893173,0.00453942627435973,0.00415559082842909,0.00825058687161179,0.00637381668547002,0.010792377626962,0.00437117702656944,0.00426906990113705,0.00489106275175277,0.00318736535784573,0.00500256674615277,0.00553254038110711,0.00460355000647918,0.00846086548844448,0.00463470550044934,0.00494493547533452,0.00435239592305725,0.0221179951115238,0.00458380580760881,0.00445549283391889,0.0054963151758322,0.00768985582860568,0.00458875991074074,0.00527435853257087,0.00524130146806469,0.00728071330184202,0.00441662240163294
CCIS07648107ST-4-0,0.00633382800172966,0.00580583475091041,0.00957977031824972,0.00436224270101281,0.00315079838520394,0.00562699672930883,0.0117889880939013,0.627246068662357,0.00420957298059131,0.0066426865016693,0.00469036086800386,0.00434277669329509,0.0106317804608635,0.00405091904494739,0.00577007826922671,0.00577398827498523,0.00746486536109501,0.00541122401485314,0.00677939222292795,0.00360002610962325,0.0104817818738062,0.00540846220719823,0.0180760410513917,0.00443755805539947,0.00341588152470119,0.00360764945185413,0.0246344152222157,0.00411317366423484,0.00348918334144676,0.00785576243103804,0.011702844088768,0.00491592601996468,0.005364007716013,0.0100401296233104,0.0116986041211349,0.0037029048716003,0.00338610921765936,0.00355074058093296,0.00378476491301534,0.00439373059272639,0.00377476157679005,0.00399711326318823,0.00629565802234699,0.0038318990633591,0.00615668299606473,0.00346128944227067,0.00544649141177999,0.00733425291673617,0.00544441807993818,0.00540002815998772,0.00697887385371265,0.00800387162011281,0.00952731113778513,0.0114389173819555,0.00404914831472992,0.00752056381062113,0.00471646167531043,0.00357519369507449,0.00916116585993709,0.0167317350744453,0.00346145145453405,0.00352130425498015,0.00524807547541117,0.00730263238208368,0.00478037197069293,0.0196019184428048,0.00358769108633394,0.00820156901600511,0.00389329523846109,0.00510413543421417,0.00721568118359191,0.0037332685856787,0.00502683525772247,0.0053615268861036,0.00419877798320234,0.00385786151933583,0.00510424729259146,0.0060376030947623,0.00323375661336386,0.0151143833052334,0.00430387537169872,0.00426062853606125,0.00766654993017101,0.00374332365409386,0.00622635912605615,0.00401890062623087,0.0212384631597541,0.0029230237708122,0.00667920928689704,0.00333388234560122,0.00320717081910725,0.00442053127733158,0.00569239958738961,0.00431345439908695,0.009731574691977,0.00402508916202345,0.00412724308842224,0.00744958604981775,0.00721798413900876,0.00776983260376378,0.00485014798839257,0.00414282347406694,0.00389572443794492,0.00391338641614905,0.005452066307479,0.00527223191539495,0.00787808947643885,0.00472026150542231,0.00841355567338132,0.0186319353387915,0.00340901401737168,0.0130214360601747,0.00865997586860331,0.0040748923316364,0.00574103635998701,0.00584088734878237,0.00319377838634124,0.00420169295882654,0.00449086957080008,0.0151678209706062,0.00495289688665975
CCIS08668806ST-3-0,0.00731573253738296,0.0157164392157123,0.00570912876186955,0.0117277735018283,0.00891183426409582,0.0080390765809095,0.00474145451367696,0.00420957298059131,0.580024617587381,0.00708011019349915,0.00761453408203749,0.00759202435770713,0.0053597404091538,0.0139849672824138,0.0152688959290966,0.00630201286812054,0.00466129659995955,0.00755943062031936,0.00701815855721429,0.00904386560906896,0.00781606074438288,0.00786384674831677,0.0030879910663117,0.00630177419077082,0.0073425197908483,0.00932150302328272,0.0049096653163176,0.0085214306473986,0.00809000956081047,0.00494153481754661,0.00680935510905338,0.0112475561494594,0.0164612537638115,0.00693995414643794,0.00634373891579109,0.0115223608121989,0.0135239531789852,0.0081083336448041,0.00666497306859861,0.0069347987035405,0.00616745876579795,0.00791545976811699,0.00640173040497106,0.00938126574189455,0.00741510119810092,0.00712067447263466,0.0124721920530184,0.00460615234326442,0.0103660853794134,0.00750612555275033,0.0091696192564541,0.0051634567205566,0.00445365865017327,0.00571422379052409,0.0180026083202699,0.00712365050288426,0.0125187639895582,0.00782845923779411,0.0110845565433761,0.00657768451326548,0.0144526158269091,0.00783861186405255,0.0080077769381972,0.00461982126728766,0.0095136508813387,0.00256852713453954,0.0123742839467123,0.00400060208487333,0.00900484236969945,0.00864230958531224,0.00710545171428567,0.00820848168405967,0.00725143847152755,0.0122929512823783,0.00765065020278467,0.00847366369587745,0.00687184867436072,0.00688767902778501,0.00999414630839751,0.00515036019072593,0.00883071440277672,0.0121715871249652,0.0061719846741425,0.0104430762960135,0.00896887875001042,0.00805209714046342,0.00844772160054483,0.00764895331446038,0.00747475906458046,0.0111414578092681,0.00702537584267068,0.00899371358123508,0.00746850989970704,0.00825554467750473,0.00638517619089574,0.00791469956870446,0.0189948957940234,0.00481176007718942,0.00619078198261413,0.00519036922574941,0.00747178647849433,0.0192314032182739,0.010068363315627,0.00736409786628567,0.00803424596084715,0.00990116517344315,0.00663247477739214,0.00908113377142483,0.00715180446610267,0.0053982418256817,0.00849369573742626,0.00635804220862324,0.00683189285518374,0.0174590175421695,0.0103466994124081,0.0076138516240103,0.00952340238185904,0.0128796190515395,0.016569358569798,0.00907586515005896,0.0109049926449008
CCIS09568613ST-4-0,0.0067335984896121,0.00701297839699771,0.0069466185059928,0.00854678784990126,0.00843158513496902,0.00675850115481209,0.00630835977987217,0.0066426865016693,0.00708011019349915,0.599014919728423,0.00767614587450932,0.00522776055242642,0.00927305024640473,0.00659092957545325,0.00692466268060772,0.00669402637281864,0.0046095261434478,0.00646036112528882,0.00509195053114927,0.00690410540363699,0.0073078830523162,0.00598429231553344,0.0153544870883992,0.00563272966719036,0.00584438796435455,0.00660496932550518,0.00661694640041623,0.0135790497330554,0.00877484981142835,0.00437551971036625,0.00488150661678624,0.0062009431563661,0.00701414164919021,0.00580475948334685,0.00534581614611555,0.01081927080763,0.0125484766105594,0.0122014169480508,0.0132316510571852,0.00575366295020441,0.00654181431234393,0.00642598700335419,0.00603251891494318,0.00861782417661426,0.00712511928681055,0.00919533426325176,0.00676988108872171,0.00439437690472736,0.00643666580986554,0.00669532464072242,0.00882796232105492,0.00540868734560378,0.00653752509280277,0.0101499509044315,0.00615630468618647,0.00677592037657393,0.00629832248873954,0.00632026955066206,0.00946089430979352,0.00923235398991226,0.007843621742731,0.0121023225161496,0.00698348371582141,0.00441330233531434,0.00596497897645528,0.00890307806545653,0.0185516038245074,0.0056746525417254,0.00934058055455825,0.0072730313365317,0.00589329923956154,0.00678069699933931,0.00883037749403152,0.00741144037634383,0.00704919516048276,0.00535444097300513,0.00631018028280578,0.00713974030931503,0.0122897024159132,0.00968668651665449,0.00867337076652184,0.00652899918685822,0.015700041789179,0.00650937329872953,0.00696670253827845,0.00550895476359132,0.00948847740586629,0.00831664960323754,0.00510870119552356,0.0105605387591614,0.00747256894741931,0.00714707336145916,0.00717624913221244,0.00729890621295588,0.00618440419792069,0.00515483827930704,0.00568593890617922,0.00845022899149852,0.00513992212178595,0.00547882828935769,0.00759861991424599,0.00635417321916485,0.00657371963068886,0.00423368727882715,0.00628979869783071,0.00842122760030344,0.004967072108202,0.00619905563268469,0.00504216817710634,0.00491633986246264,0.00702241286527004,0.0073767228068447,0.0058171878548847,0.00620912231524335,0.00677841867904848,0.005892729008684,0.00879429965393274,0.00630317598771264,0.00627247351959342,0.00745722579197339,0.00722043125569727
