Sample,MH0002,MH0003,MH0006,MH0009,MH0011,MH0012,MH0014,MH0016,MH0020,MH0021,MH0024,MH0025,MH0026,MH0028,MH0030,MH0031,MH0032,MH0033,MH0034,MH0035,MH0036,MH0037,MH0038,MH0039,MH0040,MH0041,MH0042,MH0043,MH0044,MH0045,MH0046,MH0047,MH0048,MH0049,MH0050,MH0051,MH0052,MH0053,MH0054,MH0055,MH0056,MH0057,MH0058,MH0059,MH0060,MH0061,MH0062,MH0063,MH0064,MH0065,MH0066,MH0067,MH0068,MH0069,MH0070,MH0071,MH0072,MH0073,MH0074,MH0075,MH0076,MH0077,MH0078,MH0079,MH0080,MH0081,MH0082,MH0083,MH0084,MH0085,MH0086,O2_UC_1,O2_UC_11,O2_UC_12,O2_UC_13,O2_UC_14,O2_UC_16,O2_UC_17,O2_UC_18,O2_UC_19,O2_UC_20,O2_UC_21,O2_UC_22,O2_UC_23,O2_UC_24,O2_UC_4,V1_CD_1,V1_CD_11,V1_CD_12,V1_CD_13,V1_CD_14,V1_CD_15,V1_CD_2,V1_CD_3,V1_CD_4,V1_CD_6,V1_CD_8,V1_CD_9,V1_UC_10,V1_UC_13,V1_UC_14,V1_UC_15,V1_UC_17,V1_UC_18,V1_UC_19,V1_UC_21,V1_UC_6,V1_UC_7,V1_UC_8,V1_UC_9
MH0002,1.0,0.45107363703542114,0.5662100529932018,0.5299658871925365,0.5841944915590224,0.5110541637869068,0.5460589458805292,0.559466285978621,0.5178990674784093,0.5523549270340697,0.48602098812791383,0.5525108919563531,0.50847607912193,0.5743718257778779,0.4366239763371238,0.4965664679274304,0.5380121589007908,0.5353932425933284,0.5001500856314652,0.5526469131264183,0.5322741521791662,0.5171674015366022,0.5195637110565837,0.6041901172057723,0.5351245178161577,0.5793142097018044,0.5696272373136365,0.558610649826855,0.5630243885424026,0.5359888367064152,0.5494608926289302,0.49912376272242887,0.5645888976746813,0.5042061597471656,0.5779734454816442,0.4867249392216133,0.49097917778838307,0.44706657545209105,0.47022209607188814,0.5519244778361142,0.5729358188204716,0.5536610352674183,0.6179413612621504,0.5741290270853564,0.5114512932532868,0.4420569209024736,0.49582541053475804,0.5400104988258142,0.5417390306765665,0.5244823539160032,0.5680992349134422,0.5704248542957986,0.5263998687833112,0.5851982429436942,0.5366594206540062,0.5682540267072441,0.4935622187719635,0.49384671792590895,0.4272097249992627,0.5681096903179309,0.5629716273006036,0.5339952699158789,0.4328756847794859,0.44876548461721666,0.5592406359124639,0.5721032587100129,0.5861700810367086,0.571852877532486,0.5482579980667457,0.5820551299244361,0.5417839405356808,0.5461071234133974,0.42583817515901545,0.5119104050580098,0.5123216627110154,0.5382185383197743,0.4931442858800401,0.4919943016456658,0.3113697491810872,0.5517882960396245,0.5368030076337056,0.5313908714481183,0.5496146332801128,0.5072529910640547,0.469791670188918,0.49144364192907686,0.461974409621733,0.4047860940134098,0.23733738201228483,0.5366380805213502,0.5618974674950095,0.3822513197394586,0.5076784485989071,0.527265986897175,0.5366107611927883,0.5076648552584669,0.5444574391154726,0.48919568391943313,0.5196444226457175,0.42457074734537725,0.5418347871916049,0.48884851065626966,0.509157986759567,0.4901646933383508,0.5668534502389435,0.4629579861898292,0.5478196830122372,0.5490760340456514,0.5364628393145047,0.5569002836762957
MH0003,0.45107363703542114,1.0,0.4669601062288611,0.45396794215147485,0.4957609535845202,0.4821681663259819,0.4698647881282394,0.47793873444388313,0.4664325624564045,0.5019475863991446,0.44335777518329356,0.4455895669100701,0.44199924580344896,0.45526916409049467,0.4101362657542831,0.4303613686181784,0.45727449140829424,0.515176989697592,0.4060478143406666,0.5271261650904682,0.45974959821022177,0.48993411711075185,0.498258653622333,0.4893355064387015,0.5309202775412608,0.5038237412924013,0.4736916464432597,0.49597493259726555,0.47736946284243353,0.46926758533901247,0.4393078102750436,0.3991996209144799,0.45730324036593983,0.441679325617254,0.46610246144436784,0.46146794689597004,0.4387683487712941,0.42737636903844245,0.42289769948431744,0.4588548466362763,0.4702870318910839,0.4610139325316588,0.4930811999347915,0.4956892338712102,0.43925235602138424,0.42568883020413506,0.4341154666113186,0.44645080944906024,0.4916411244939294,0.44824489989799177,0.46945548323993225,0.4865068057774924,0.5008715695315309,0.4699790280240731,0.4930224161586486,0.47136760471586503,0.47632252830969946,0.49724694347706144,0.39481788689998276,0.4836676080795179,0.5220031411628824,0.49115759284732674,0.42650404105722095,0.39482649114215507,0.46420859736419473,0.4805830956527646,0.48306127373616203,0.4942447490733526,0.43172818622010245,0.48380417169392764,0.5555831899600421,0.46375200563331953,0.42116232650852836,0.43073443952125645,0.4601407590838851,0.4495992059339179,0.40284122507597075,0.4082197450694338,0.306980625032258,0.4519399386603261,0.4915184909008552,0.5102199707976385,0.49301049054891655,0.44002162339074724,0.4060587322898661,0.5243323328859788,0.37617363611802856,0.49635395669735183,0.33255289620267303,0.5088299631484068,0.5049541013635042,0.32895008695787264,0.43606623298708336,0.4978798660258108,0.500742173038483,0.4106027536580905,0.4580443474248055,0.3874363163159905,0.527550922477222,0.35968485678835416,0.4660973351680924,0.43928704425442566,0.41422366944464173,0.4584100383537728,0.4534291576201893,0.5232593485805425,0.5053834304274175,0.4094439574000597,0.4598567483161522,0.4426694426651355
MH0006,0.5662100529932018,0.4669601062288611,1.0,0.5908546385517142,0.5853646729656494,0.539786291503901,0.5823286118727055,0.5516357863832585,0.4785241130164899,0.5360676339616078,0.5161023218303252,0.5389101870660908,0.5318133031804735,0.5221372399852072,0.5686673689516244,0.5798752223446285,0.575572022997354,0.5479879244631486,0.5657464379070545,0.5878055761187451,0.5559573960187295,0.4940153679537753,0.5500638864145266,0.5993077948132922,0.5332972538167495,0.5994279573439529,0.5858473743850767,0.5554438785796245,0.6051157187259909,0.5663747812818357,0.5943997323314687,0.4932688631387514,0.5733207188642526,0.5216633164868903,0.6049289301404359,0.49320781906152344,0.5390653169105477,0.5616398562373517,0.4753488459050831,0.5836960034728907,0.5746612843876774,0.5491172445423083,0.5917286339266096,0.6013735341442971,0.5464639185286918,0.4391228678908319,0.4757759290380721,0.602563388465923,0.5641865129575552,0.554316411564441,0.5768974191980466,0.5705628476483717,0.5237180539030526,0.6151412156300176,0.6023561988339813,0.5426602523962154,0.49531730973508814,0.5766956855589563,0.3789033885297861,0.5771305630927179,0.5577573604698,0.5861011708387404,0.5281761469560399,0.48140327670429583,0.5416695959895422,0.6093255986612193,0.6027707436015849,0.5957973323123257,0.5681579295429559,0.5635174062906745,0.538469203982619,0.5828066833293101,0.4311591120679239,0.5468538650404116,0.5677539605259494,0.5595775059368902,0.5586680262902005,0.5376242395380809,0.26417045197466626,0.5835400028383156,0.5431115872264471,0.5470691396286163,0.5413769545748395,0.4918248845149237,0.5229159333672891,0.4836251498845501,0.42828218628981385,0.4134807285263036,0.24089162342220571,0.5736016637458289,0.5626932578113563,0.3426922943728278,0.5699259177093506,0.5387335415790778,0.5333900197165031,0.5054633919115079,0.5774347489823939,0.47338947207040794,0.536475090829415,0.3749559188459004,0.6018165102043956,0.4652759382029701,0.4963607650551407,0.46093185321691177,0.5460652726156402,0.4980392587690823,0.5448130825529832,0.53539255986254,0.5291871804488696,0.5629925890175982
MH0009,0.5299658871925365,0.45396794215147485,0.5908546385517142,1.0,0.5552639754545279,0.5536380447475148,0.5784853483433009,0.4956866596195775,0.44882461721564026,0.5309281984152953,0.47763485720271337,0.5338905047785976,0.4720674181795953,0.5055171729837923,0.534632575204765,0.5958047069668696,0.5733655080862425,0.5431053402546925,0.5409458740939409,0.5688161664002018,0.5288821880924199,0.4877377792983748,0.5311496519088196,0.5526621974155869,0.5064343423213032,0.5569666357967729,0.5871361790946004,0.5461193283173228,0.5805706258151362,0.5244455911199115,0.5466671704896934,0.4662116398656042,0.5476990735312514,0.4807471138466366,0.5767032960524645,0.47513635505715235,0.5569354494871435,0.5417624869324656,0.4702942750370157,0.5428845426502115,0.556619513508926,0.5223471720830548,0.5586133183043157,0.5754652209809945,0.5493705982070208,0.40529022850019536,0.443737573092561,0.5834523780718089,0.5328046321854869,0.5552010806285773,0.5271788750476546,0.5140311472542526,0.49242572302499155,0.5701342259829247,0.5572195312094606,0.5038211435728366,0.4690069449847871,0.5440902252696366,0.3505710019923838,0.5645497391946062,0.5159173359771311,0.5808431086459976,0.5042262913845161,0.47903459834271545,0.49193683742316874,0.5741106293947621,0.6068537595943378,0.5675327156346083,0.5481582583288275,0.5253182746665596,0.5183129395150811,0.591041654723363,0.4319501189139252,0.5221044959267437,0.5825232731190046,0.565904371902646,0.5454947282506816,0.5182817804347974,0.24855182121630448,0.5581096012322273,0.5142346956564161,0.5259677027759555,0.5034413784450902,0.4647852933608254,0.5328555727643647,0.4679736074412044,0.4079403496303724,0.3981313975741225,0.24437754428639336,0.5493592582971679,0.5206454853654688,0.3571652169438968,0.5711913330186654,0.5190763243651677,0.49389800312682985,0.47005916510916324,0.542256071938051,0.43292958756698385,0.5269193936796693,0.3567125315974644,0.5612921966489294,0.41497203083909584,0.46139863142334714,0.44758304681468153,0.5311697350041537,0.5060002752959526,0.5174275766338803,0.49890825868213606,0.505494662477174,0.519676391682899
MH0011,0.5841944915590224,0.4957609535845202,0.5853646729656494,0.5552639754545279,1.0,0.5776482855397324,0.5895603921399802,0.6004875505329237,0.49623571216222717,0.5931727212859533,0.531736478328806,0.5718641597665997,0.5090229497344757,0.5774968226246974,0.48347994993226084,0.5391229176033471,0.5581817276581907,0.5764255355927657,0.48700323380879795,0.5834226033069914,0.5593694566105755,0.5252223692322223,0.5558602088950295,0.6070530874914739,0.5462533034440644,0.602714390269355,0.5800567097818429,0.5682587247034887,0.5674058789086123,0.541733656936959,0.5423863247766516,0.4713048235864641,0.5918299486177849,0.5123192045314579,0.5828260620303145,0.5199091077250563,0.5105135301664897,0.5016961978752901,0.48547890123261883,0.5565409820005673,0.5941281443856271,0.5538536534823412,0.6047331694409861,0.5986852468324789,0.5627373560869692,0.4217403835957114,0.5050580942365444,0.5577015250103605,0.5889624569518552,0.5657930536993399,0.5810028689439741,0.5755237088862786,0.5393418785627557,0.5910845445396719,0.5748182356854883,0.5927922009509574,0.5095456268755514,0.530251975966389,0.3975000540876795,0.5981515935646918,0.5818377314624628,0.5756808586438188,0.4706798458568433,0.48440548283289675,0.5518380042326702,0.60359014503833,0.6164530600490096,0.5857593385826256,0.5479874369599623,0.5892832383864213,0.5560658709525639,0.5642496336171554,0.4220296785405713,0.5154279034190486,0.56144516648072,0.5483212933166024,0.5209328729916516,0.48566992536353715,0.2876002979594241,0.5641594021560601,0.5279466914890727,0.5595106682569474,0.5431921235811412,0.4970603252141621,0.5104443597437283,0.49117129356610445,0.4204038067225553,0.42616359076887034,0.27797165750100383,0.5906580802749863,0.6110360294313664,0.33553743076844245,0.5522857490684269,0.5725806973079237,0.5655824512251673,0.4860525091087875,0.5735539297985413,0.5262717080506936,0.5836081874486246,0.4022683262857999,0.5756292166911569,0.47403935841357137,0.5035020227758197,0.4992650904698601,0.5909931225563865,0.49303934725138276,0.5775327489853954,0.5051097865173658,0.5875612222330848,0.5583168280480191
MH0012,0.5110541637869068,0.4821681663259819,0.539786291503901,0.5536380447475148,0.5776482855397324,1.0,0.5472855452957622,0.5488936295058975,0.4845238097520872,0.5369936849994189,0.5151821022705056,0.5169016240558278,0.47388519597501877,0.5350592902529061,0.48035324858970485,0.5273140694158621,0.5360489883460755,0.5602571475739476,0.4592008058692303,0.550222014421998,0.5312479590841221,0.4925319721282928,0.5154202712169748,0.5330733861499007,0.5227431909796035,0.5885758401465836,0.5762456280944852,0.5498435198989875,0.5356676339269913,0.5116783743764438,0.5198078704815257,0.44120951596949454,0.5332487097086712,0.4602383051054222,0.5494533632558267,0.48007579392883226,0.5030659875177748,0.5123556429438576,0.4937586676495751,0.5316210356769845,0.5271568977961314,0.5266274379692268,0.5496206916280353,0.5617428890356877,0.5366077085042734,0.4300040337252933,0.49356529896065515,0.514920833417288,0.5502695036843753,0.5111899626739557,0.5402196269874117,0.535200969460428,0.5364698153317249,0.5532268286972853,0.5394963775925687,0.5344028861653649,0.45892908148474376,0.5009713701105927,0.41391736822402425,0.5716187688230931,0.5126371801780655,0.5365472655230112,0.44105739026011515,0.4299987266127605,0.4863824923727338,0.5642212748809182,0.5955496813111751,0.5699817599499637,0.4874831833591854,0.5298219779925658,0.5661820288231264,0.5850358352070428,0.4411228302060577,0.49122423414751826,0.5561352469335611,0.5270545017439587,0.48796272150086817,0.455809910621231,0.2832692323779076,0.5428688565480272,0.5168662357812536,0.5415313561470767,0.5277163535183083,0.4538934453257979,0.5011390528780472,0.47599568186645835,0.42778292596862344,0.41173573094848703,0.2664556095791242,0.544326859516106,0.5440302785801291,0.3831111982279818,0.4967752959440356,0.5520837797290562,0.5297928709623657,0.4995980769543922,0.5252917300588493,0.4657695294525277,0.5710924559134708,0.3662124393279619,0.5436004303867108,0.4816428084151967,0.46364083609425544,0.47632559701365706,0.540246155248288,0.4455200560717745,0.5545873793997099,0.48642665025813137,0.5393668300598646,0.5329677990779794
MH0014,0.5460589458805292,0.4698647881282394,0.5823286118727055,0.5784853483433009,0.5895603921399802,0.5472855452957622,1.0,0.5377704655991805,0.46708942183021074,0.5562287673716256,0.5101446609400281,0.5585939097249017,0.5221618849797581,0.5309861137782813,0.4907242562798997,0.5168432898226255,0.5454734341482558,0.5731633494583392,0.5247135947412165,0.5614494999884367,0.5332166048548289,0.5379114598633363,0.5645497930514639,0.581876963832966,0.5395286063179692,0.5746188637551094,0.5943901443888162,0.5613754632067804,0.5881098217809477,0.5526517363785238,0.5378204659803298,0.5048212585914882,0.5714919257553246,0.4865613876586501,0.5703648975495491,0.49477814843150414,0.5478210481184033,0.49906850351733234,0.4798784680760757,0.5352729139496453,0.5571335405017538,0.5475417710267652,0.5487213562857293,0.5662644036193234,0.5636092090243837,0.4394972612299999,0.48280331373329854,0.544410039082328,0.5641151297879651,0.5557510774822791,0.6031356737611206,0.5260901610546657,0.5279489841198702,0.5664446843070823,0.5654269426615572,0.5556696910050304,0.510857392562665,0.5319150898766095,0.42304017101639946,0.5862103772202057,0.570364469050627,0.5591439214656124,0.4568330303190915,0.5046717315016256,0.532852949552074,0.5962950859082877,0.5653215918101252,0.5784686029216114,0.5282755154275878,0.5705079833226757,0.5483480109513538,0.5876032649878862,0.44958913843287485,0.49771736746950446,0.5569567394521786,0.541827420361022,0.5098257619135055,0.4934335437502049,0.30589839674391395,0.5626392718251116,0.536540638204767,0.5657962715125036,0.5568093944395285,0.46101651036378,0.5060574593261711,0.4642142065643312,0.46394958830083055,0.4274056988456001,0.25893994019622446,0.5852387273299423,0.5656827625414423,0.36503184341075234,0.5463016899889916,0.5452963638576982,0.5381619889450929,0.4995886917532013,0.5703414760460427,0.4764609432806437,0.5496097653026456,0.4007959711203426,0.543331239899393,0.4701430103138584,0.4689580764611412,0.4897403406399472,0.550533262019761,0.4863224846479195,0.5215619136622256,0.5141177486976205,0.5434165651030066,0.5384034546614412
MH0016,0.559466285978621,0.47793873444388313,0.5516357863832585,0.4956866596195775,0.6004875505329237,0.5488936295058975,0.5377704655991805,1.0,0.5101265992722553,0.5429302694707874,0.5479808480805128,0.5271411818827778,0.5229494548580469,0.576935581170589,0.43637289300446547,0.4636739529643752,0.5192591371453885,0.5526549778211994,0.48457622663132927,0.5412920743489462,0.5420401482220759,0.5272985611867302,0.5359659071687823,0.5587495163207467,0.513583166635981,0.5726549750965809,0.5368477818683951,0.534567211447731,0.5349820095335381,0.5485343347048561,0.5441088702002238,0.4605097497224063,0.5336876196328402,0.4839350742327013,0.5337617022597195,0.47498478988876336,0.4851811030860531,0.4588844958452809,0.47851919356555106,0.5275743111260756,0.5517276906169238,0.5568062013503551,0.5817191332916738,0.5613099156630724,0.5045328367870173,0.4384416262473929,0.5173676871700762,0.5077833223868448,0.5673811077985792,0.5003776168832619,0.5431837923891112,0.5524841196658784,0.562978563045869,0.5697118709326299,0.5406288267211072,0.5362598635976157,0.494893505656941,0.4898285771080837,0.4308540381046605,0.5527629093947383,0.5494515173781875,0.5090766380513865,0.4355918402634419,0.46007172057225243,0.5495723252623709,0.5493729006139675,0.5828386882897684,0.5585284787903685,0.5289465149504866,0.5568885266773936,0.5284882328394015,0.5232769559645462,0.41097955545554776,0.4830375789196474,0.5152542792342285,0.5132254087233983,0.47757143207529995,0.4663823430057916,0.3197174936036089,0.5385607862264015,0.5366012804242349,0.5351813844731006,0.5594058970880543,0.49365017799416555,0.4360926870533186,0.48220523833906126,0.44658138757290144,0.4244248730846292,0.2836153268010253,0.5537201750861526,0.6041042290472602,0.3626509324346545,0.4733351101190788,0.5199120135901678,0.5436479374548802,0.5206111747119682,0.5434575516445931,0.519616735074023,0.5402106931531272,0.40380213476416593,0.5428143546040353,0.4606155329335244,0.5150934262768888,0.48618395094720745,0.555579030477077,0.45068719373791033,0.5655963797851223,0.5114299530705824,0.5296064301676163,0.5542462717386297
MH0020,0.5178990674784093,0.4664325624564045,0.4785241130164899,0.44882461721564026,0.49623571216222717,0.4845238097520872,0.46708942183021074,0.5101265992722553,1.0,0.5276788274594374,0.42717718860662546,0.4646111116462972,0.44199509111194835,0.5120998672812891,0.38685691101889064,0.41832433442852834,0.45792470015598385,0.5003594672919831,0.4263157020602576,0.5200962418585026,0.4672487536709298,0.44827533822185295,0.45083248325962455,0.4909668388957895,0.478188083794302,0.5388653583824785,0.507157522150598,0.5148916024736189,0.5341079688064254,0.4796188793168703,0.45823211524965113,0.4460840475362001,0.5004586592045127,0.46870227240647044,0.48631819245023167,0.42598439977891966,0.4353112861557964,0.4141640460165874,0.4273970148682552,0.4646874704022763,0.4916127583640957,0.5038637203683736,0.5188494480846739,0.5198863240591828,0.44309567007044504,0.4209633973211385,0.49892630871218935,0.4469245113084398,0.5003030419625996,0.4600668861583259,0.4829266932519789,0.5195413141508923,0.535232385520986,0.5017049122090085,0.4786404673038003,0.47571870451822507,0.4664265151895606,0.468104262740915,0.45841730149043536,0.5086347046797505,0.5008954143356537,0.4989196823633082,0.36477443510175844,0.385176984430897,0.4770492535481472,0.48889915560965536,0.515528447224433,0.5045515331041655,0.4891693691178657,0.5431974404726022,0.485649461789567,0.4806505162579271,0.42304765470677486,0.4512379597496027,0.45511543912211483,0.482530207358596,0.42341541716037,0.4557611326615916,0.3462912868955921,0.4790035139966162,0.5136837771900388,0.5127896359848818,0.5486218940031289,0.43737191216882054,0.42011816990010886,0.462421584033462,0.4763205237820054,0.45754207796550794,0.31278600271268164,0.47117474550541716,0.48935951288593316,0.4149681980718869,0.4412561744746546,0.498010914313028,0.5236346496677193,0.4755356814534162,0.47413763839589873,0.43114154817661343,0.4893372824418394,0.4075237620597123,0.49552571529765155,0.4686293844352972,0.4637711158680129,0.4559537181630501,0.515291024754747,0.4418712698261703,0.49589594144184546,0.48627669100076765,0.48729043585219944,0.44746454163774363
MH0021,0.5523549270340697,0.5019475863991446,0.5360676339616078,0.5309281984152953,0.5931727212859533,0.5369936849994189,0.5562287673716256,0.5429302694707874,0.5276788274594374,1.0,0.5111394214168302,0.5518644067522166,0.5105932271196802,0.554308336584221,0.4557041885771531,0.49098071040730484,0.5349321683120364,0.5576463396943202,0.510109282930084,0.5733197199794305,0.5253576530083791,0.5099586688293114,0.5322614129172152,0.5861536627245018,0.5446146525633665,0.6045219005506285,0.5730842061573195,0.5646845640426786,0.5580973366519699,0.5309943134950723,0.525645683607347,0.458734696534864,0.5878919753517562,0.5408017685527466,0.5684865503212383,0.5458516368780075,0.5183192533383619,0.4771700333059843,0.49641252554225956,0.5176845352968273,0.5545215045004347,0.5492989565316941,0.5761987687133912,0.5802595592081474,0.5351027436738968,0.4129037157265366,0.526217339747423,0.5265355543281065,0.5894472322779384,0.5483061963163884,0.5900693964416891,0.6165977787933394,0.5323880955689311,0.5535519124018489,0.5777338682013071,0.5526010269474435,0.4848491026402929,0.5128727167707655,0.38572923809152115,0.596553764685243,0.5851223925751212,0.565026456881853,0.46809755055003466,0.4757602010511066,0.5224318716783958,0.6119133027385694,0.5840309354287363,0.5492036524161653,0.5245154011237388,0.5822213409423158,0.5475912576012544,0.5468436839101849,0.415012274988962,0.4646829964117385,0.5179662488967236,0.5372778721198155,0.47226511208366717,0.4632786845630512,0.28063211894955054,0.5279260321867973,0.5196987255656169,0.5712454807127376,0.5453839759298181,0.4816805813006937,0.4578514229940597,0.47870982927964034,0.43295427084485527,0.40767522766498954,0.2572080627165957,0.5510518310516068,0.5711772302652792,0.3503775928398599,0.5109271085144838,0.5320726303930988,0.5370940759562992,0.477920008109633,0.5327632051111024,0.4694388792098354,0.5719351326075612,0.39610090453418856,0.5296135428431569,0.45297057372213545,0.459863348038581,0.4919724256911234,0.5449016865466241,0.4506963032018565,0.5814338542717494,0.5284429202425424,0.5661114264730687,0.5363730626374477
