Sample,CCIS00146684ST-4-0,CCIS00281083ST-3-0,CCIS02124300ST-4-0,CCIS02379307ST-4-0,CCIS03473770ST-4-0,CCIS06260551ST-3-0,CCIS07539127ST-4-0,CCIS07648107ST-4-0,CCIS08668806ST-3-0,CCIS09568613ST-4-0,CCIS10793554ST-4-0,CCIS11015875ST-4-0,CCIS11354283ST-4-0,CCIS11558985ST-4-0,CCIS12370844ST-4-0,CCIS12656533ST-4-0,CCIS13047523ST-4-0,CCIS14449628ST-4-0,CCIS15704761ST-4-0,CCIS15794887ST-4-0,CCIS16326685ST-4-0,CCIS16383318ST-4-0,CCIS16561622ST-4-0,CCIS17669415ST-4-0,CCIS21126322ST-4-0,CCIS21278152ST-4-0,CCIS22906510ST-20-0,CCIS22958137ST-20-0,CCIS23164343ST-4-0,CCIS24254057ST-4-0,CCIS24898163ST-4-0,CCIS25399172ST-4-0,CCIS27304052ST-3-0,CCIS29210128ST-4-0,CCIS29688262ST-20-0,CCIS31434951ST-20-0,CCIS32105356ST-4-0,CCIS32452666ST-4-0,CCIS33816588ST-4-0,CCIS34055159ST-4-0,CCIS35092938ST-4-0,CCIS35100175ST-4-0,CCIS36699628ST-4-0,CCIS36797902ST-4-0,CCIS37250421ST-4-0,CCIS38765456ST-20-0,CCIS40244499ST-3-0,CCIS41288781ST-4-0,CCIS41548810ST-4-0,CCIS41692898ST-4-0,CCIS41806458ST-4-0,CCIS44093303ST-4-0,CCIS44676181ST-4-0,CCIS44743950ST-4-0,CCIS45571137ST-3-0,CCIS46047672ST-4-0,CCIS46467422ST-4-0,CCIS47284573ST-4-0,CCIS48174381ST-4-0,CCIS48507077ST-4-0,CCIS48579360ST-4-0,CCIS48725289ST-4-0,CCIS50003399ST-4-0,CCIS50148151ST-4-0,CCIS50369211ST-20-0,CCIS50471204ST-4-0,CCIS51595129ST-4-0,CCIS52370277ST-4-0,CCIS53043478ST-4-0,CCIS53355328ST-4-0,CCIS53557295ST-4-0,CCIS54027808ST-4-0,CCIS55230578ST-4-0,CCIS55531770ST-4-0,CCIS58234805ST-4-0,CCIS59132091ST-4-0,CCIS59903910ST-4-0,CCIS61287323ST-4-0,CCIS62605362ST-3-0,CCIS62794166ST-4-0,CCIS63468405ST-4-0,CCIS63910149ST-4-0,CCIS64773582ST-4-0,CCIS64785924ST-20-0,CCIS65479369ST-4-0,CCIS70398272ST-4-0,CCIS71301801ST-4-0,CCIS71578391ST-4-0,CCIS72607085ST-4-0,CCIS74239020ST-4-0,CCIS74726977ST-3-0,CCIS76563044ST-4-0,CCIS76845094ST-20-0,CCIS77252613ST-4-0,CCIS78100604ST-4-0,CCIS78318719ST-4-0,CCIS79210440ST-3-0,CCIS80834637ST-4-0,CCIS81139242ST-4-0,CCIS81710917ST-20-0,CCIS81887263ST-4-0,CCIS82507866ST-3-0,CCIS82944710ST-20-0,CCIS83445808ST-4-0,CCIS83870198ST-4-0,CCIS84543192ST-4-0,CCIS85214191ST-3-0,CCIS87116798ST-4-0,CCIS87167916ST-4-0,CCIS87252800ST-4-0,CCIS90164298ST-4-0,CCIS91228662ST-4-0,CCIS93040568ST-20-0,CCIS94417875ST-3-0,CCIS94496512ST-4-0,CCIS95097901ST-4-0,CCIS95409808ST-4-0,CCIS96387239ST-4-0,CCIS98482370ST-3-0,CCIS98512455ST-4-0,CCIS98832363ST-4-0
CCIS00146684ST-4-0,1.0,0.04759591310273659,0.43240208677242753,0.3937607625268993,0.766357789992911,0.08550385019957107,0.7092365652296234,0.24146510663984488,0.39867446108118276,0.2869116721409406,0.1910330487419054,0.6625229181694181,0.5481363383996338,0.15949497235715793,0.245582374406061,0.17058531596982984,0.35862100972574784,0.45479837069848295,0.09626126645682576,0.27901935485302687,0.38652278410648244,0.2872033490124585,0.49998103316235265,0.361798077364477,0.4757619100247772,0.12083400575782832,0.315805117469253,0.24961333658567586,0.36380204058846766,0.1457681093154941,0.34663619103039844,0.490907787043688,0.3566380923509096,0.13157117039817023,0.18062630213044906,0.2568437808582481,0.29328632659399967,0.5245969204469839,0.49676208278573064,0.08339491515461361,0.24056579177288584,0.20032696835696306,0.32144464727695254,0.07896985492646558,0.425865004192003,0.4789799322674899,0.14629617348316293,0.4970993447096639,0.7320488111719714,0.52237473073536,0.050882143329896046,0.1297565452150935,0.6360550776989335,0.3014993829668102,0.41422263352096256,0.3451718703697123,0.15171365991621533,0.4013523388066158,0.29956050543543156,0.22243926803370362,0.1486492316206286,0.45244303215803106,0.46263030768411584,0.5299140288714004,0.1999794555939186,0.48760972225195653,0.5203687439637571,0.45355688437209873,0.413294137725174,0.3503148807304184,0.3825932457593273,0.21775653838299092,0.7089579837882138,0.4806734247270277,0.15649290985678843,0.1859031777250858,0.1969381000981062,0.210263316206995,0.44196210818952764,0.3810557453234378,0.13937878265349013,0.4937722789403123,0.36104562578813915,0.41368001338027394,0.11266692401323175,0.2709901428752992,0.5737601487918483,0.597426556562013,0.10496210744872747,0.3051312874507237,0.5866673229077735,0.2771018560407106,0.41229201641275215,0.27056994236774423,0.3771774281640947,0.779206720152851,0.4460333487536622,0.3528719692378932,0.3874795106008,0.3324910032155499,0.3315722106661555,0.21470180939340178,0.3064776924908935,0.31053202839367,0.4653310262541288,0.19463157335345005,0.1292827725119251,0.6928874024277902,0.24030957047957124,0.16517914668412315,0.40799420782061646,0.39767197420679234,0.32893071455739986,0.3716393076782307,0.2239461346217344,0.2911395137929973,0.4816305661017304,0.1771675269619828,0.3070686183213309,0.4118206228868838,0.33422452230361377
CCIS00281083ST-3-0,0.04759591310273659,1.0,0.3305134881704652,0.10098255779144827,0.042474072584903766,0.010160137811473735,0.11230179524675055,0.10929873833870551,0.045258501785817695,0.034067770996803914,0.02867719700924698,0.04950487081372468,0.03306449406010814,0.0713871333402375,0.023154694146509724,0.019657896761648974,0.030727079582146377,0.0376285723847295,0.006732143480292829,0.2889293512780088,0.5303887601441678,0.3605141217640564,0.05431007897351059,0.01389954642158775,0.061298933817385604,0.1158811528719631,0.062090710049397146,0.02337036715614016,0.018021743031912063,0.034901013319379226,0.02809703585072376,0.3226741526518516,0.044284314883680787,0.02956955088585811,0.03072216957265017,0.020118881258933352,0.8016534080355665,0.058548581546774114,0.030380158422085413,0.06669044486549935,0.022763764801411956,0.2951947688326213,0.028030136925864757,0.01624875346846033,0.044462941964533154,0.04445442881510231,0.7347898133441471,0.033523138525873075,0.06351291571853035,0.06255103859989675,0.006592190258546404,0.034053581492424656,0.03622441478609917,0.09400521160177489,0.05369917848640127,0.025432879487850668,0.05849187780791687,0.06028473973406101,0.05973074280966606,0.062363734466976295,0.821604406787849,0.09145436835556287,0.047557649593411466,0.05635416026880147,0.026329397047886838,0.07609203955154464,0.036163654777144894,0.07923630968254214,0.184061920671306,0.02598634491644458,0.0387734806813812,0.509485751850065,0.12464297145478065,0.0466297613117731,0.05615538889017491,0.044344228226008475,0.10387424516023791,0.4130755769016148,0.06869544380368353,0.06759617934391982,0.34681258579279695,0.036578320640693995,0.05222386551000269,0.011771155060621874,0.0666904776468984,0.034878352457863304,0.05806800553193536,0.06070932903943127,0.04434563741126163,0.048290846249243735,0.45787557888255515,0.35259844581265354,0.04054673596531155,0.7088312736857867,0.03783522161507158,0.034724062746422146,0.14951842226252254,0.06020869342461577,0.03728472602941435,0.01429100641709935,0.02914412328524929,0.04084107017148586,0.01750606229844598,0.1669513640973328,0.05348908390941187,0.9368874701324084,0.032564092720793636,0.06571753671145031,0.009020994197177612,0.07230758966697848,0.3302223303322953,0.32625743210752645,0.04545592597348125,0.03653258009891802,0.01431317590150194,0.049156830257202966,0.018912376246022156,0.9283166960958096,0.07402955585090543,0.18906376716389506,0.6447985806150908
CCIS02124300ST-4-0,0.43240208677242753,0.3305134881704652,1.0,0.3623320061102937,0.6169788402218936,0.09590418013117286,0.35756840746758123,0.27707227643056553,0.5485896380436274,0.26000718235928155,0.2889577844718494,0.5374227131052425,0.6890443112122758,0.16891443955814178,0.18246894880272735,0.16014228674605246,0.6772091370257532,0.2769746176264075,0.04948671124254955,0.48376277352413855,0.3761023835784608,0.30811602265609217,0.2566606756926807,0.3952605830996593,0.7097034786485085,0.13691702817069584,0.37906540951759315,0.26947466652385055,0.5273181843030758,0.038115960389648706,0.291484128129218,0.3551887667927762,0.5833359216527282,0.15155072374710488,0.167812578217287,0.3291357168966731,0.7319027130471374,0.5847608109249378,0.25301498704273195,0.18375905253630642,0.34869575793247076,0.3252336488554858,0.23549452074034993,0.06444415081704946,0.7113155235279542,0.24192889581406163,0.3377947044293088,0.14448774608036707,0.39107464524563484,0.6412713362703919,0.03646118720674907,0.09724719580260655,0.5495210104837834,0.4725399699479843,0.41670838268277377,0.29805521892996545,0.10747985306465702,0.5169453273698272,0.26601282307261376,0.21973528064854908,0.4543248314730328,0.7146024920026628,0.6805655129622793,0.25363706765501126,0.21243144637050126,0.6499085801484404,0.31312847597259397,0.501463970670846,0.35141103085327186,0.39252461784146764,0.5962679579141872,0.5287207965427775,0.5465577836713393,0.6170978965510228,0.15942865755085278,0.2695958330034758,0.40864069936066694,0.4153748679432675,0.38017735408947695,0.18493949907487162,0.20930599020741114,0.552788311032201,0.42363135145261777,0.3536292403889052,0.2607767530795271,0.36154392366918775,0.39057215071583407,0.7220590497680299,0.06429227561195161,0.43290369317228206,0.4039666294620369,0.32691699088412063,0.6957381629288067,0.5053215847007362,0.4616692600937441,0.37729997191888753,0.36076526570561007,0.5254567588847011,0.4799902378154072,0.1737780753866014,0.3266331609102483,0.15374284929642956,0.5105439107823323,0.3301308200379156,0.4929807481095443,0.48214159939694623,0.12205781701727003,0.27571026922050557,0.11984475698957653,0.08092031952366996,0.5439866413724739,0.3404193066187229,0.3022477121151129,0.1801654421453145,0.5710401152093024,0.5160794212116054,0.35052023826184864,0.47496812695973856,0.40794193010920254,0.24564590361597227,0.505585830513866
CCIS02379307ST-4-0,0.3937607625268993,0.10098255779144827,0.3623320061102937,1.0,0.49420947903877566,0.07656015826027418,0.5059490435021134,0.32786928536179905,0.39079835110756633,0.22786240728149143,0.2585562943826675,0.5902046833667891,0.46822748660853164,0.3002930151155081,0.144238827509783,0.1297738359184808,0.4678966647006202,0.31234161908370006,0.06382918399895299,0.24360188845980557,0.3930414386052843,0.18968490138227945,0.38724429072546007,0.10980242899467041,0.43986638106306186,0.09400939862260627,0.33761541451486055,0.19306515984058525,0.15435472637612635,0.40570135136925467,0.2619532985305646,0.1742675531564004,0.29507376422249165,0.15847094955410646,0.19527775703716388,0.24806293136334023,0.3082116674627646,0.4226664885890714,0.27898920310244657,0.08808250475175305,0.2925332807542145,0.19101951099432124,0.19814012871893427,0.06037821308778757,0.4753402525263919,0.30066362928252643,0.19778415416273765,0.32014168819664934,0.5340845960019561,0.3888080576362294,0.04934710796807118,0.2170756386349284,0.2698854627473435,0.3704197499944446,0.37291115433352706,0.16068347549628215,0.4740983418041904,0.4119899857554825,0.2834716211888597,0.3627165147991491,0.16568603057270015,0.5712237778730137,0.3458113413431102,0.4117119912740501,0.22119252614757645,0.524725902237022,0.25280719625484005,0.4120140917256543,0.4393672027725961,0.2515452725622249,0.4884511257658082,0.30762045703153906,0.37983880613069965,0.5376799397931372,0.14047556667927852,0.1063508155953079,0.3400669975171071,0.23545220340644024,0.39515489805131565,0.42938917195921256,0.17795390818435275,0.35488728285300564,0.5692660273376438,0.10959222860893181,0.29942142020309803,0.19017659333639636,0.6509725768855955,0.4243516819754166,0.14184167848141627,0.2437720447197853,0.2841309405521909,0.143806443389505,0.40045498041180516,0.21626146008944702,0.2255757266097851,0.2983808403293253,0.3509349582427198,0.6567711009455349,0.2897095598388719,0.14262529852024586,0.19918329954289937,0.32085161507789306,0.2800527773514523,0.15315145377900152,0.37486361801850465,0.15451866641911827,0.3059129849343041,0.41321212308692246,0.10258831266870883,0.40406482367242214,0.20290612485682813,0.51017584156368,0.23297364764059592,0.2784216257144012,0.4314831490833735,0.1595635816440022,0.2368927754009975,0.12658275944227415,0.41140889037534567,0.3251445043734851,0.31497748814237014
CCIS03473770ST-4-0,0.766357789992911,0.042474072584903766,0.6169788402218936,0.49420947903877566,1.0,0.335523341198966,0.6684109191383366,0.26696410550907657,0.5972329055461884,0.3552109668432031,0.30955660077954406,0.7265733725955801,0.6825060273364487,0.36462907587185844,0.23559950824173137,0.2783063532803155,0.5703943152453682,0.4927958032200437,0.10075539423485524,0.3175734258780806,0.3680536592612371,0.36559947785595504,0.5275548298021935,0.38378647495861085,0.6890415816681106,0.20410295482330498,0.4519887271807934,0.25342525276024164,0.4381686218900034,0.19724668471587858,0.395048326596658,0.46314741726739284,0.4816656395370248,0.11986412735757279,0.1954146041314302,0.37239203994125336,0.4488572978423522,0.6384730944670335,0.6213191196058656,0.17383038103206205,0.3477112664876345,0.24595351962824763,0.36299305571899887,0.30153702067026966,0.6216784507640223,0.5525602422746128,0.1571594063396028,0.34752176799714085,0.6872672451184498,0.5447918073055398,0.09272139495868315,0.11931238202805416,0.6608820612386753,0.3407379306952202,0.5315103454238564,0.32311095369271503,0.15295067475228497,0.522849380016608,0.3564392349517742,0.2662930901188221,0.23471851811633238,0.6365002857595814,0.5516616266678468,0.48346060426403215,0.22004803569009546,0.6563411144985131,0.5072103535671658,0.5254527032699454,0.4820582870172797,0.480369022578635,0.549157455306106,0.40093421838900345,0.778220285976202,0.6334637190165188,0.19257329465645956,0.22947787497345673,0.346329006308698,0.3404387345167228,0.6134904787959417,0.3759917647457174,0.15419686189711868,0.5622031128327005,0.46659737616977126,0.3644090670690585,0.16707182423395217,0.46915550235743475,0.6607927199568725,0.7553486145661678,0.10814164228869638,0.331445792085592,0.586913521819124,0.27342453436562564,0.522044209074951,0.30731617483192797,0.34046039771564507,0.7455736167306111,0.5863487778609195,0.5540227873761603,0.38675986213926905,0.4646960052567488,0.40233507312531946,0.25046061627962857,0.44338745094745136,0.3190700765661745,0.48526954726000127,0.24126659521525884,0.14347992880780502,0.7519267738288498,0.24350855728719512,0.1684489022328708,0.43684000740364426,0.3617688750822481,0.2668273029683481,0.5745781916448743,0.4908069189985227,0.34422176556325956,0.5620787343507855,0.1850024318453306,0.41029014617637705,0.39742548129557087,0.3287943006290379
CCIS06260551ST-3-0,0.08550385019957107,0.010160137811473735,0.09590418013117286,0.07656015826027418,0.335523341198966,1.0,0.19284192498113217,0.036680640438719436,0.2606867518699115,0.16248136306180916,0.03062630421380641,0.226458831180121,0.2573201255941735,0.02329866903281641,0.09205153708937863,0.4491272995685216,0.1019595037405212,0.05650461392026995,0.01827975154642747,0.033340905072414495,0.050860854888510554,0.057794799346288395,0.07800947314309215,0.21635468843539463,0.2235284593821517,0.30146595624971506,0.022909789417811632,0.12708647722328026,0.20980230714313897,0.043409070959362084,0.04615758974476725,0.04680045306772329,0.39085920950290753,0.0877086944067299,0.027028988002323673,0.1531135644240813,0.12062187410706282,0.179521284275048,0.6662980553868616,0.1352515514071143,0.02241422454245845,0.15847157890423635,0.10889933135107643,0.8625518703255445,0.02326614812831329,0.4923894289176508,0.01977847230003349,0.0704548004896588,0.09488037397300353,0.13297828470624196,0.1545498706712336,0.03633633892432786,0.17576150334575202,0.15698600502169224,0.12765508175265494,0.22474069598306579,0.05335174116057406,0.4814378008426565,0.04642127742904789,0.07884874285969412,0.10824900580047991,0.037930773976724175,0.16936708104617515,0.034615748221081155,0.03210294999957386,0.27652767050404325,0.10597517893974895,0.04938701795631362,0.33176604372883856,0.6159543268245694,0.02976242143704355,0.027015931737647936,0.4474483973532528,0.1327678986878591,0.045170340753916016,0.1949201644326779,0.020820520970684653,0.1210359354178917,0.26430031693398537,0.17316132443452537,0.07620459643462352,0.19293053487178635,0.17838705934137666,0.22950332436892595,0.04387774327300764,0.013300177774670963,0.052798460555643745,0.1945256685704364,0.06398892023142799,0.11146694226907317,0.1640316171659555,0.11025678347710755,0.14339418283046645,0.01978459740495453,0.21848307727709282,0.09770697004596929,0.4558696655782012,0.044024855680647845,0.1677164617946708,0.5762642582205278,0.34121896262018103,0.05582754619611252,0.17169139791485932,0.08275332286979564,0.043320854906333306,0.017096063558506902,0.11680158009704833,0.3812687945824724,0.06784718182853078,0.038583327671369516,0.14304701955594035,0.04998542369264691,0.1799568829146354,0.8784936653914852,0.03813889881639998,0.20059409913634074,0.3465817622893801,0.015251675634638251,0.0520496584609742,0.06525960647565376,0.08669150516613122
CCIS07539127ST-4-0,0.7092365652296234,0.11230179524675055,0.35756840746758123,0.5059490435021134,0.6684109191383366,0.19284192498113217,1.0,0.5481143706215487,0.27708618527035567,0.277279773375553,0.20580874344514888,0.5325772574030386,0.3248471018990793,0.28178979741535715,0.20866522065938586,0.20887550024669843,0.22508011724413746,0.4992697816842927,0.1304793009517775,0.44849889553651634,0.4194935043065384,0.346925680861747,0.5367650268400072,0.2103706975163192,0.41624561961424744,0.17829327631618552,0.27832297118838256,0.1920839649351347,0.12282867643819129,0.16959634231107956,0.3510692671828549,0.4902949338657886,0.2337696997772799,0.12219775791685517,0.2544485771957883,0.22547923488995414,0.296548502502923,0.3984437135294606,0.5379429722694152,0.13728851844658863,0.23445012816487643,0.3036946316530442,0.30914984050069516,0.24225976470045607,0.4438884496077904,0.5307909788051177,0.25173084326019035,0.40755215029565184,0.8001759638377351,0.24797237845651543,0.08676392842787994,0.2917380345508238,0.5087646956240623,0.40289491258963417,0.35880277705497243,0.2712903457701854,0.30411755231568904,0.3800680200340233,0.35300439605855605,0.3084250922014824,0.1658695669709518,0.46604111981059915,0.3240808582478183,0.6631181718245908,0.2623661229430616,0.39775258019711446,0.4700160153108799,0.5370204515302365,0.5815294503898011,0.26595861285668243,0.22745217279346464,0.24855196733479268,0.6207926357109735,0.3632180066571765,0.14022790745207736,0.16352219032540027,0.21633159934869983,0.17432786005336443,0.49665964469280777,0.5992437328136646,0.1913631731990898,0.3562532317284295,0.3199807843511685,0.14540810328982656,0.2304487001090163,0.34871941952640795,0.529967529728767,0.48738866536817027,0.20570009877687845,0.31608286260025253,0.5975011927834372,0.26621157908979465,0.35328470311906024,0.34788103116890967,0.21700890748657242,0.7432189236726849,0.567621597385396,0.34872991451930857,0.31652747356404276,0.4506537108370332,0.36091599569352595,0.2983875935589766,0.1312643290888228,0.2586115824698896,0.560685610346164,0.21049603245344095,0.1999003318192042,0.7159560626287421,0.23571698555604925,0.3414922892944884,0.46295373458664657,0.6502058864618642,0.21549202242432008,0.4970340392449568,0.0978675346124338,0.1766663027727814,0.38073845535382644,0.18679210746082409,0.33825503485167685,0.4630915415484347,0.32350701584776886
CCIS07648107ST-4-0,0.24146510663984488,0.10929873833870551,0.27707227643056553,0.32786928536179905,0.26696410550907657,0.036680640438719436,0.5481143706215487,1.0,0.199150840427871,0.22467130698813587,0.1368805513377489,0.2562885882002315,0.19352330345111024,0.3155534104533164,0.09363349175872626,0.1160862882088487,0.20596504738898636,0.19994847301994878,0.06589689619676076,0.317638411363834,0.20827917886330682,0.13058603319512196,0.31633354338110387,0.09686290539748155,0.3553902065266311,0.11591713319473862,0.2875610621136939,0.1605070586590962,0.06724799809716542,0.04117925681229162,0.18179327721659067,0.20393791662512684,0.19029804234167835,0.12365599198044974,0.32218751726937933,0.15087499532941773,0.1813506602556203,0.2960261603855312,0.15563493250156157,0.11680689920890186,0.1919499045561942,0.2342677300687176,0.15619561944679572,0.11458308565386333,0.3569382448766313,0.2708445677504818,0.18250147578949383,0.08537798157220378,0.42962509558872486,0.2524984325551588,0.053580048002112246,0.17827081190852812,0.3426475888316234,0.327933983644773,0.27649806781223796,0.1444447499420458,0.18786429180782505,0.19151868270244843,0.25836232891787825,0.2875981131977834,0.13026313335562079,0.41275973340785455,0.30268073597775746,0.3341175930973288,0.3061670592516359,0.3393439596345207,0.23304977910395652,0.32681343225251114,0.3439433813021532,0.11396642904797716,0.13887509171626045,0.15237808445610446,0.24600574667939512,0.22269926714398125,0.08109904148191349,0.11396658683392591,0.39634951373624316,0.12842065300129857,0.3777833012969447,0.53131107610986,0.183704998933085,0.27066905219991644,0.173452007440136,0.11990013020729917,0.21745806852323035,0.310583456515493,0.23088165204957578,0.34961786798654393,0.14902636844044848,0.3120181805685196,0.29696046916751917,0.17172272758631557,0.24844047764675448,0.24582918772101792,0.16429223843449559,0.25079715411881465,0.3453463895629625,0.26311307540664197,0.3261147099446311,0.0977072202675533,0.22355527843192413,0.2565596009890654,0.1009251673124405,0.19199862011871616,0.36414936463995595,0.0902947240977694,0.18651873303136923,0.2116211014961178,0.08577831491110899,0.575690040658209,0.32406742249636333,0.49080300685572853,0.28242293942370866,0.15346399313272951,0.0637612236781937,0.2333717506491203,0.13569081834950447,0.15195943971451908,0.2904977379867252,0.29933195553001823,0.2729786907683356
CCIS08668806ST-3-0,0.39867446108118276,0.045258501785817695,0.5485896380436274,0.39079835110756633,0.5972329055461884,0.2606867518699115,0.27708618527035567,0.199150840427871,1.0,0.2605565024369749,0.2733604096823967,0.4942866347794229,0.6259123061743058,0.18702661744352445,0.2006463684279709,0.21278907877226694,0.6574704212357314,0.5393931171654992,0.04334431871360844,0.13758575047694177,0.1544848174379443,0.18976231248423225,0.37516913155776443,0.39708669615403924,0.5494844251895052,0.13183821642444804,0.5551555658567335,0.23839569841256258,0.5619101540129164,0.09902708095080492,0.21455448239058406,0.14550046823915475,0.6394001456930486,0.1728291004629101,0.09795665801291809,0.2722697633549076,0.3267412455878238,0.563381870980888,0.338404745463317,0.063804766664883,0.30490418628048244,0.07288738398689687,0.13389861608139042,0.16295295790784747,0.4864525786589591,0.2886372125576284,0.19386296364513267,0.14207378590842556,0.421508162770726,0.5831372396745039,0.058568499755146886,0.09797832438860432,0.5010060182419469,0.31685895265022657,0.4561036666965501,0.4400209703099739,0.18837532370691834,0.524869221218917,0.1556847722849336,0.19165326904144653,0.18038811375099617,0.50085940612971,0.5402335441845851,0.19512122687341216,0.08937907848116566,0.6521765281889588,0.33047840103336845,0.35131656282967616,0.37326404288902815,0.5093095504036913,0.503596579223441,0.27114745710772636,0.5222740755019663,0.7419954186581451,0.13557878284064517,0.28713466611856875,0.41518058007483793,0.2587403342156559,0.40392067431634215,0.37795784140881317,0.08781187283770109,0.5541433545115508,0.45291023878793835,0.39486283065627625,0.10181854625312436,0.14149856445774367,0.42585688624528606,0.6302945378651509,0.07273402578955912,0.391425350033236,0.2702433778378829,0.21192068273457398,0.46953976901778416,0.15321995843273806,0.41142203610929506,0.29737722862582094,0.4637485264192611,0.44710311845904804,0.35540043177507274,0.17785011089066527,0.33872094156402144,0.20404695480342838,0.5221179600859533,0.2912325641714545,0.22110122075356853,0.14668000850267204,0.1808922005142104,0.3328677280182939,0.097905916908127,0.2214341705468802,0.24295614622041717,0.2888519266894074,0.31136604020499026,0.3279463268717083,0.5053352424972308,0.35004980833676214,0.40012275669885256,0.14030124344581507,0.5716329790531031,0.25936755401667544,0.24971004356807336
CCIS09568613ST-4-0,0.2869116721409406,0.034067770996803914,0.26000718235928155,0.22786240728149143,0.3552109668432031,0.16248136306180916,0.277279773375553,0.22467130698813587,0.2605565024369749,1.0,0.13627349642541597,0.4215505693487095,0.2382224399118179,0.09723483491643914,0.05096318828725155,0.14760777249189883,0.18150328011707928,0.23841611382937278,0.06231339276552195,0.23910192785014883,0.24824988380449353,0.22035767070842982,0.2214033733445261,0.10001283572854813,0.2299028280195453,0.08173225405187101,0.19533260512401607,0.14481099179192558,0.18663080216666894,0.13200073621131614,0.15870105142155477,0.24625826620678515,0.2000146114225747,0.04052538908187786,0.08536010037156738,0.17847844370040433,0.17389784264962593,0.2263673942012573,0.18654418278933194,0.7671491736107892,0.14608700032655642,0.1651878890219194,0.6168662044972717,0.15243964092888096,0.3025853296921184,0.23853423001008256,0.0925391172197203,0.3718017996937619,0.3100904946207277,0.2304608911765409,0.030486302458213377,0.05834354172816758,0.19965296482332273,0.19039805070923788,0.15255599789041585,0.18564869196222267,0.08563165521345384,0.21436076933059,0.2293618162792581,0.08725623866681353,0.09763777534129292,0.2765701221597352,0.19256188362209214,0.19867253105839489,0.06433073714709725,0.2167198649027362,0.24350779702915148,0.3246915891001907,0.2729332428640475,0.1389800426392911,0.24977489228212812,0.16305489101348802,0.3541527423301244,0.204887495532608,0.11757091657394436,0.2669523300390868,0.18340574309048308,0.717540638402148,0.2670677321778059,0.38551579260744495,0.4459369756257128,0.14650158921813916,0.2717211551625741,0.08265677823274609,0.142257076087413,0.18962176499097083,0.27049391665218026,0.27170867661731324,0.18315046960777404,0.284580344639332,0.233458120919805,0.11699775581348315,0.22518922074474512,0.1722780155720799,0.09152451439755793,0.26034569630635307,0.3776762617594178,0.24759279100168552,0.1426202874027136,0.33274429769477987,0.22468645910245955,0.11800419217288693,0.10144801959074812,0.16076976958646838,0.300965873414045,0.11314626858242982,0.11050005549009045,0.251347601089988,0.3667171103423019,0.20493633765402897,0.30116389582293923,0.23278697071532584,0.06455510955148225,0.15599431044332324,0.17997311647946335,0.08537490878609355,0.18794107445085162,0.12789416211982785,0.16153099132948856,0.32811214693991997,0.19382688071364496
